,id,condition,block,trial,stimA,stimB,choice,rt
0,43036,0,citrus,0,stimuli/citrus/1.png,stimuli/citrus/6.png,timeout,4
0,43036,0,citrus,1,stimuli/citrus/6.png,stimuli/citrus/ref_image.jpg,d,2.4639116999996986
0,43036,0,citrus,2,stimuli/citrus/6.png,stimuli/citrus/4.png,timeout,4
0,43036,0,citrus,3,stimuli/citrus/5.png,stimuli/citrus/6.png,k,2.762482199999795
0,43036,0,citrus,4,stimuli/citrus/3.png,stimuli/citrus/6.png,d,2.4460109999999986
0,43036,0,citrus,5,stimuli/citrus/5.png,stimuli/citrus/4.png,k,2.3682490999999573
0,43036,0,citrus,6,stimuli/citrus/ref_image.jpg,stimuli/citrus/4.png,d,1.7935282000007646
0,43036,0,citrus,7,stimuli/citrus/3.png,stimuli/citrus/5.png,d,2.0175601999999344
0,43036,0,citrus,8,stimuli/citrus/5.png,stimuli/citrus/1.png,k,1.7961206999998467
0,43036,0,citrus,9,stimuli/citrus/3.png,stimuli/citrus/4.png,d,2.1243079999994734
0,43036,0,citrus,10,stimuli/citrus/6.png,stimuli/citrus/6.png,timeout,4
0,43036,0,citrus,11,stimuli/citrus/3.png,stimuli/citrus/1.png,k,3.4896175000003495
0,43036,0,citrus,12,stimuli/citrus/ref_image.jpg,stimuli/citrus/1.png,k,2.3306852000005165
0,43036,0,citrus,13,stimuli/citrus/ref_image.jpg,stimuli/citrus/5.png,d,1.669329000000289
0,43036,0,citrus,14,stimuli/citrus/3.png,stimuli/citrus/ref_image.jpg,k,1.835724300000038
0,43036,0,citrus,15,stimuli/citrus/4.png,stimuli/citrus/1.png,d,1.4241306000003533
0,43036,0,dog1,0,stimuli/dogs/dog2.png,stimuli/dogs/dog6.png,k,3.8049605000005613
0,43036,0,dog1,1,stimuli/dogs/dog3.png,stimuli/dogs/dog8.png,k,3.0626195999993797
0,43036,0,dog1,2,stimuli/dogs/dog7.png,stimuli/dogs/dog4.png,d,3.3347098000003825
0,43036,0,dog1,3,stimuli/dogs/dog6.png,stimuli/dogs/dog3.png,d,2.2825684999997975
0,43036,0,dog1,4,stimuli/dogs/dog4.png,stimuli/dogs/dog8.png,d,3.876661999999669
0,43036,0,dog1,5,stimuli/dogs/dog4.png,stimuli/dogs/dog3.png,k,3.099326100000326
0,43036,0,dog1,6,stimuli/dogs/dog1.png,stimuli/dogs/dog8.png,k,1.696251499999562
0,43036,0,dog1,7,stimuli/dogs/dog4.png,stimuli/dogs/dog6.png,k,2.1354043000001184
0,43036,0,dog1,8,stimuli/dogs/dog1.png,stimuli/dogs/dog6.png,k,2.982185099999697
0,43036,0,dog1,9,stimuli/dogs/dog7.png,stimuli/dogs/dog8.png,timeout,4
0,43036,0,dog1,10,stimuli/dogs/dog2.png,stimuli/dogs/dog1.png,k,0.36002559999997175
0,43036,0,dog1,11,stimuli/dogs/dog8.png,stimuli/dogs/dog8.png,q,1.2056984000000739
0,43036,0,dog1,12,stimuli/dogs/dog1.png,stimuli/dogs/dog3.png,k,3.0308035000007294
0,43036,0,dog1,13,stimuli/dogs/dog2.png,stimuli/dogs/dog7.png,d,1.9898440000006303
0,43036,0,dog1,14,stimuli/dogs/dog7.png,stimuli/dogs/dog3.png,k,1.965530200000103
0,43036,0,dog1,15,stimuli/dogs/dog6.png,stimuli/dogs/dog7.png,k,1.8392393999993146
0,43036,0,dog1,16,stimuli/dogs/dog7.png,stimuli/dogs/dog1.png,d,1.085201999999299
0,43036,0,dog1,17,stimuli/dogs/dog5.png,stimuli/dogs/dog3.png,d,2.105674600000384
0,43036,0,dog1,18,stimuli/dogs/dog5.png,stimuli/dogs/dog4.png,d,1.7087720999998055
0,43036,0,dog1,19,stimuli/dogs/dog5.png,stimuli/dogs/dog8.png,k,1.4556212999996205
0,43036,0,dog1,20,stimuli/dogs/dog2.png,stimuli/dogs/dog3.png,k,2.21770639999977
0,43036,0,dog1,21,stimuli/dogs/dog4.png,stimuli/dogs/dog1.png,d,0.9934124000001248
0,43036,0,dog1,22,stimuli/dogs/dog5.png,stimuli/dogs/dog1.png,d,1.3350319000001036
0,43036,0,dog1,23,stimuli/dogs/dog2.png,stimuli/dogs/dog8.png,k,1.2149322999994183
0,43036,0,dog1,24,stimuli/dogs/dog7.png,stimuli/dogs/dog5.png,timeout,4
0,43036,0,dog1,25,stimuli/dogs/dog4.png,stimuli/dogs/dog2.png,d,0.9786627000003136
0,43036,0,dog1,26,stimuli/dogs/dog5.png,stimuli/dogs/dog6.png,d,1.6591880999994828
0,43036,0,dog1,27,stimuli/dogs/dog6.png,stimuli/dogs/dog8.png,k,1.9437750999995842
0,43036,0,dog1,28,stimuli/dogs/dog2.png,stimuli/dogs/dog5.png,k,1.4028924000003826
0,43036,0,dog2,0,stimuli/dogs/dog6.png,stimuli/dogs/dog4.png,k,3.598784599999817
0,43036,0,dog2,1,stimuli/dogs/dog3.png,stimuli/dogs/dog2.png,k,1.8110037000005832
0,43036,0,dog2,2,stimuli/dogs/dog3.png,stimuli/dogs/dog5.png,d,2.3008835000000545
0,43036,0,dog2,3,stimuli/dogs/dog8.png,stimuli/dogs/dog3.png,k,2.2411936999997124
0,43036,0,dog2,4,stimuli/dogs/dog4.png,stimuli/dogs/dog8.png,d,1.7914147000001321
0,43036,0,dog2,5,stimuli/dogs/dog8.png,stimuli/dogs/dog7.png,d,3.2319078999998965
0,43036,0,dog2,6,stimuli/dogs/dog7.png,stimuli/dogs/dog3.png,k,2.091187600000012
0,43036,0,dog2,7,stimuli/dogs/dog5.png,stimuli/dogs/dog6.png,d,1.281866700000137
0,43036,0,dog2,8,stimuli/dogs/dog4.png,stimuli/dogs/dog5.png,d,1.2368116000006921
0,43036,0,dog2,9,stimuli/dogs/dog1.png,stimuli/dogs/dog8.png,d,1.2381777000000511
0,43036,0,dog2,10,stimuli/dogs/dog2.png,stimuli/dogs/dog2.png,q,1.0857844000001933
0,43036,0,dog2,11,stimuli/dogs/dog4.png,stimuli/dogs/dog1.png,k,2.8858196999999564
0,43036,0,dog2,12,stimuli/dogs/dog7.png,stimuli/dogs/dog6.png,k,2.540671200000361
0,43036,0,dog2,13,stimuli/dogs/dog6.png,stimuli/dogs/dog3.png,k,1.8077057000000423
0,43036,0,dog2,14,stimuli/dogs/dog6.png,stimuli/dogs/dog2.png,k,1.0207675999999992
0,43036,0,dog2,15,stimuli/dogs/dog2.png,stimuli/dogs/dog8.png,d,1.0269773999998506
0,43036,0,dog2,16,stimuli/dogs/dog5.png,stimuli/dogs/dog7.png,d,1.9555740000005244
0,43036,0,dog2,17,stimuli/dogs/dog4.png,stimuli/dogs/dog7.png,d,0.9127386999998635
0,43036,0,dog2,18,stimuli/dogs/dog5.png,stimuli/dogs/dog1.png,k,0.69341760000043
0,43036,0,dog2,19,stimuli/dogs/dog1.png,stimuli/dogs/dog3.png,d,1.0716842000001634
0,43036,0,dog2,20,stimuli/dogs/dog7.png,stimuli/dogs/dog2.png,k,0.9423640000004525
0,43036,0,dog2,21,stimuli/dogs/dog6.png,stimuli/dogs/dog1.png,k,1.1232632999999623
0,43036,0,dog2,22,stimuli/dogs/dog2.png,stimuli/dogs/dog4.png,d,1.3637075999995432
0,43036,0,dog2,23,stimuli/dogs/dog1.png,stimuli/dogs/dog2.png,d,1.0725569000005635
0,43036,0,dog2,24,stimuli/dogs/dog5.png,stimuli/dogs/dog2.png,k,1.2023102000002837
0,43036,0,dog2,25,stimuli/dogs/dog4.png,stimuli/dogs/dog3.png,k,1.346027000000504
0,43036,0,dog2,26,stimuli/dogs/dog5.png,stimuli/dogs/dog8.png,k,1.8655185000006895
0,43036,0,dog2,27,stimuli/dogs/dog7.png,stimuli/dogs/dog1.png,k,1.1508923999999752
0,43036,0,dog2,28,stimuli/dogs/dog6.png,stimuli/dogs/dog8.png,d,1.267718099999911
0,43036,0,dog3,0,stimuli/dogs/dog1.png,stimuli/dogs/dog8.png,k,1.3766421000000264
0,43036,0,dog3,1,stimuli/dogs/dog2.png,stimuli/dogs/dog6.png,k,1.2202379999998811
